entry_time,exit_time,symbol,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
2022-02-04 16:00:00,2022-02-08 12:00:00,BTCUSDT,39510.625439999996,43152.5739,0.7586819916460427,3.0,2763.080711105043,24.0,26.191264568884034,49.18239465864431,21.859450527472834,23.43926716550163,2667.590728843185,27.652929454614128,STOP_LOSS,24
2022-02-08 16:00:00,2022-02-10 20:00:00,BTCUSDT,43451.03466,43472.629824226016,0.8739117552875401,3.0,18.8722678744828,30.40221774922365,30.392993789323857,57.07247206307789,12.828586032759686,16.34993467684835,-71.10146437367274,0.14909999999999188,STOP_LOSS,14
2022-02-11 00:00:00,2022-02-12 04:00:00,BTCUSDT,43517.18772,41781.64360467001,0.8676855789056447,3.0,-1505.906600426388,30.231574234726835,29.002663694997942,54.46168695855396,-1.816892525298966,9.06591626270379,-1572.3898620935174,-11.96454233093069,STOP_LOSS,8
2022-02-12 08:00:00,2022-02-15 08:00:00,BTCUSDT,42124.99197,43669.724215,0.7844711375160953,3.0,1211.797861392941,26.45783856570239,27.406110583964182,17.137387808880252,23.885427776950955,18.20933376325832,1115.8391507030651,11.001062595573469,SIGNAL_EXIT,18
2022-02-15 08:00:00,2022-02-17 12:00:00,BNBUSDT,427.91384999999997,415.77139886785716,85.04207051655324,3.0,-1032.6191854234905,29.13585252738974,28.286448497029035,53.11676608104976,25.51006989285048,15.520614430207907,-1131.0721707709677,-8.512777372461404,STOP_LOSS,14
2022-02-17 16:00:00,2022-02-17 16:00:00,ETHUSDT,2990.75463,2931.261846084281,11.034063957164795,3.0,-656.4471827158281,26.42127931753942,25.874984547912725,48.58847874545268,0.0,0.0,-708.7434465812803,-5.967669495747197,STOP_LOSS,1
2022-02-28 16:00:00,2022-03-02 12:00:00,BTCUSDT,40845.37248,44081.238355,0.7559154596338421,3.0,2446.041040214092,24.720295045744344,26.65735164187902,16.669179365856976,3.340317397409843,11.968381130583122,2379.3546949984757,23.76670118445694,SIGNAL_EXIT,11
2022-03-02 12:00:00,2022-03-02 16:00:00,SOLUSDT,104.62228499999999,101.559195,363.2878229132744,3.0,-1112.7832974874175,30.430746313740688,29.516175078699764,18.456837843107774,0.0,0.0,-1172.7302188798578,-8.783281688026568,SIGNAL_EXIT,1
2022-03-02 16:00:00,2022-03-03 08:00:00,BTCUSDT,44148.573255,43455.30148,0.7812851808940717,3.0,-541.6429641396301,27.61619378842903,27.16078646208658,16.983983530568594,6.797977203377755,4.135966052705303,-607.3538876462286,-4.710945726347919,SIGNAL_EXIT,4
2022-03-03 08:00:00,2022-03-04 00:00:00,NEARUSDT,11.3926935,10.65786108221343,2867.804881096776,3.0,-2107.3559945164725,26.158544458078076,24.451732826898436,45.91587285972016,6.4218754702400105,3.907141513569099,-2168.2952887852584,-19.35009708950488,STOP_LOSS,5
